"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol","chr","start","end","strand","biotype","description"
"1354","ENSG00000205765",1156.64047276682,0.389813778757061,0.0974108337612648,4.00174974081856,6.28757826041679e-05,0.00106635355827561,285636,"C5orf51","5",41904188,41921636,1,"protein_coding","chromosome 5 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:27750]"
"1394","ENSG00000240303",1083.99592058352,-0.609919862067028,0.152479038795352,-4.00002431078821,6.33359769460635e-05,0.0010717579562549,84129,"ACAD11","3",132558138,132660723,-1,"protein_coding","acyl-CoA dehydrogenase family, member 11 [Source:HGNC Symbol;Acc:HGNC:30211]"
"876","ENSG00000159840",9428.64662486812,0.712835991889125,0.105576362463598,6.75185216894459,1.45969568321167e-11,1.18219738621609e-09,7791,"ZYX","7",143381080,143391111,1,"protein_coding","zyxin [Source:HGNC Symbol;Acc:HGNC:13200]"
"1126","ENSG00000174099",3075.93623913803,0.714872085410264,0.128389392767405,5.56799958315366,2.57680440968137e-08,1.09315694074578e-06,253827,"MSRB3","12",65278643,65488244,1,"protein_coding","methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]"
"441","ENSG00000119673",411.404085043505,0.786982178009404,0.214506973259987,3.66879531256806,0.000243696087729408,0.00330123188610187,10965,"ACOT2","14",73567620,73575658,1,"protein_coding","acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431]"
"869","ENSG00000159167",917.755093347962,2.34863579139968,0.697168937521014,3.36881875396075,0.000754910520723762,0.00828486944663868,6781,"STC1","8",23841915,23854807,-1,"protein_coding","stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]"
"757","ENSG00000147526",8590.20817555019,0.861204175063063,0.145949248775924,5.90070988570327,3.61940856804113e-09,1.82719809209943e-07,6867,"TACC1","8",38728186,38853028,1,"protein_coding","transforming, acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]"
"155","ENSG00000085377",640.419377302493,0.5418646179838,0.102443215777403,5.2894143733364,1.22708610585015e-07,4.39343240498831e-06,5550,"PREP","6",105277565,105403084,-1,"protein_coding","prolyl endopeptidase [Source:HGNC Symbol;Acc:HGNC:9358]"
"931","ENSG00000163818",474.621446786385,-0.533337294785102,0.148736307857107,-3.58579087022577,0.000336058195001785,0.00431687986709248,54585,"LZTFL1","3",45823316,45916042,-1,"protein_coding","leucine zipper transcription factor-like 1 [Source:HGNC Symbol;Acc:HGNC:6741]"
"515","ENSG00000128274",1261.59019188863,0.565163784328963,0.16806893256483,3.36269038961713,0.000771868798112697,0.00841911076928923,53947,"A4GALT","22",42692121,42721298,-1,"protein_coding","alpha 1,4-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:18149]"
"244","ENSG00000101955",4382.94592682955,0.949757986147014,0.193654949915836,4.90438270005382,9.3721607303582e-07,2.62368529133595e-05,8406,"SRPX","X",38149336,38220924,-1,"protein_coding","sushi-repeat containing protein, X-linked [Source:HGNC Symbol;Acc:HGNC:11309]"
"780","ENSG00000149591",12851.9646640904,1.30654617256158,0.345130179441338,3.78566190495566,0.00015329998492437,0.0022673127653121,6876,"TAGLN","11",117199321,117204782,1,"protein_coding","transgelin [Source:HGNC Symbol;Acc:HGNC:11553]"
"419","ENSG00000116962",9623.1457893985,1.57086378644326,0.260688275272869,6.02583213533096,1.68241732878477e-09,8.87812210607854e-08,4811,"NID1","1",235975830,236065162,-1,"protein_coding","nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]"
"856","ENSG00000158122",864.055169832609,0.86552707073957,0.194776601575481,4.44369120181078,8.84284985216501e-06,0.000193253911992841,195827,"AAED1","9",96639577,96655303,-1,"protein_coding","AhpC/TSA antioxidant enzyme domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16881]"
"392","ENSG00000114670",183.850385012472,-1.1081457751511,0.201545301745371,-5.4982466252233,3.83586201516644e-08,1.55331898983144e-06,79858,"NEK11","3",131026850,131350465,1,"protein_coding","NIMA-related kinase 11 [Source:HGNC Symbol;Acc:HGNC:18593]"
"1248","ENSG00000187079",8379.32143333662,0.735507767037038,0.182646553543275,4.0269457746038,5.65060573929576e-05,0.000971378251096871,7003,"TEAD1","11",12674591,12944483,1,"protein_coding","TEA domain family member 1 (SV40 transcriptional enhancer factor) [Source:HGNC Symbol;Acc:HGNC:11714]"
"476","ENSG00000123685",43.7815042516856,2.01829227917897,0.506979147947618,3.98101635412332,6.86212272912623e-05,0.00115346114020662,55509,"BATF3","1",212686418,212699985,-1,"protein_coding","basic leucine zipper transcription factor, ATF-like 3 [Source:HGNC Symbol;Acc:HGNC:28915]"
"1086","ENSG00000171792",353.301165154753,-0.690594820037425,0.146750624271455,-4.70590720459208,2.52739470859478e-06,6.40090181633243e-05,83695,"RHNO1","12",2876258,2889523,1,"protein_coding","RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206]"
"1222","ENSG00000185022",640.369910766327,1.27087580645173,0.191125051942575,6.64944649345901,2.94197272217309e-11,2.23900386318148e-09,23764,"MAFF","22",38200767,38216511,1,"protein_coding","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F [Source:HGNC Symbol;Acc:HGNC:6780]"
"1048","ENSG00000169715",553.702542171806,2.16215506651441,0.23581215088526,9.16897224505816,4.7755015456078e-20,1.18565526079066e-17,4493,"MT1E","16",56625475,56627112,1,"protein_coding","metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]"
"499","ENSG00000126458",2035.8709955834,0.585173438262017,0.138735506632164,4.21790681035616,2.46580681537112e-05,0.000478777489984559,6237,"RRAS","19",49635292,49640201,-1,"protein_coding","related RAS viral (r-ras) oncogene homolog [Source:HGNC Symbol;Acc:HGNC:10447]"
"646","ENSG00000138032",832.523955346155,0.630149587359249,0.174853459905667,3.60387256677228,0.000313510812483617,0.00408968239023632,5495,"PPM1B","2",44167969,44244384,1,"protein_coding","protein phosphatase, Mg2+/Mn2+ dependent, 1B [Source:HGNC Symbol;Acc:HGNC:9276]"
"378","ENSG00000113552",1601.94321317934,-0.625772807743612,0.127544437364508,-4.90631203268568,9.28048427038487e-07,2.60283211620331e-05,10007,"GNPDA1","5",141991749,142013041,-1,"protein_coding","glucosamine-6-phosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:4417]"
"1321","ENSG00000198189",1532.36970526682,0.709488263600807,0.117229721085404,6.05211935191701,1.42952489685557e-09,7.70468133910237e-08,51170,"HSD17B11","4",87336610,87391386,-1,"protein_coding","hydroxysteroid (17-beta) dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]"
"123","ENSG00000076513",6780.42112411141,0.667926606321738,0.127762250240063,5.22788699374594,1.71458249236681e-07,5.90167087429441e-06,88455,"ANKRD13A","12",109999186,110039763,1,"protein_coding","ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]"
"250","ENSG00000102524",61.3208583705836,-1.09685661068439,0.27302317104528,-4.01744879925402,5.88316126276333e-05,0.0010067850545147,10673,"TNFSF13B","13",108251240,108308484,1,"protein_coding","tumor necrosis factor (ligand) superfamily, member 13b [Source:HGNC Symbol;Acc:HGNC:11929]"
"1303","ENSG00000197119",453.683175953557,-0.587294804275928,0.155511922488537,-3.77652590796837,0.000159031024418495,0.00233610559148216,123096,"SLC25A29","14",100291111,100306547,-1,"protein_coding","solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29 [Source:HGNC Symbol;Acc:HGNC:20116]"
"132","ENSG00000078674",2913.28851266852,-0.366794611217771,0.0703223109569172,-5.21590667636743,1.82920259351377e-07,6.25356055954086e-06,5108,"PCM1","8",17922840,18029944,1,"protein_coding","pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]"
"64","ENSG00000060718",335.346145943399,2.21451841227838,0.425661150577128,5.20253823792903,1.96584894250803e-07,6.70558158429822e-06,1301,"COL11A1","1",102876467,103108496,-1,"protein_coding","collagen, type XI, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2186]"
"1330","ENSG00000198691",40.3621275403212,1.83092707225702,0.368108265097718,4.97388199575193,6.56252658716079e-07,1.90766727759213e-05,24,"ABCA4","1",93992835,94121132,-1,"protein_coding","ATP-binding cassette, sub-family A (ABC1), member 4 [Source:HGNC Symbol;Acc:HGNC:34]"
"114","ENSG00000074219",572.768613097349,-0.772237574477834,0.148500798253118,-5.20022507327916,1.99047342345875e-07,6.75913004445804e-06,8463,"TEAD2","19",49340595,49362457,-1,"protein_coding","TEA domain family member 2 [Source:HGNC Symbol;Acc:HGNC:11715]"
"37","ENSG00000032742",228.288602398995,-0.708635932554892,0.136452479374897,-5.19328000342115,2.06621067442501e-07,7.00061759824759e-06,8100,"IFT88","13",20567069,20691437,1,"protein_coding","intraflagellar transport 88 [Source:HGNC Symbol;Acc:HGNC:20606]"
"575","ENSG00000133816",2052.24973663768,1.05508959197423,0.282761476220802,3.73137672810258,0.000190436190802997,0.00270558734494502,9645,"MICAL2","11",12094008,12263789,1,"protein_coding","microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]"
"1192","ENSG00000182580",435.150309077108,-1.31829239723577,0.356553813526606,-3.69731677862815,0.000217890376378232,0.00301916720059317,2049,"EPHB3","3",184561784,184582409,1,"protein_coding","EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]"
"702","ENSG00000143344",1081.29606808733,-1.06616752062771,0.15127022860195,-7.04809882606315,1.8137880834036e-12,1.73859623564225e-10,23179,"RGL1","1",183636085,183928531,1,"protein_coding","ral guanine nucleotide dissociation stimulator-like 1 [Source:HGNC Symbol;Acc:HGNC:30281]"
"1070","ENSG00000170854",491.351651630017,-0.506860932850184,0.139065066750566,-3.64477538963336,0.000267625429116314,0.00356794641194241,84864,"MINA","3",97941818,97972457,-1,"protein_coding","MYC induced nuclear antigen [Source:HGNC Symbol;Acc:HGNC:19441]"
"479","ENSG00000124151",1617.04029497027,1.35122338801386,0.203024726686095,6.65546216990132,2.82411190929986e-11,2.16016034678517e-09,8202,"NCOA3","20",47501902,47656877,1,"protein_coding","nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670]"
"1023","ENSG00000168398",6175.18161180621,-1.96438952713126,0.314323254178636,-6.24958383134726,4.11547801355888e-10,2.54403732715711e-08,624,"BDKRB2","14",96204679,96244166,1,"protein_coding","bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]"
"823","ENSG00000154710",1280.38728267921,0.410652811017551,0.0994177861880128,4.13057689939856,3.61854024625111e-05,0.000661071073938156,27342,"RABGEF1","7",66682164,66811464,1,"protein_coding","RAB guanine nucleotide exchange factor (GEF) 1 [Source:HGNC Symbol;Acc:HGNC:17676]"
"138","ENSG00000080200",1676.41460285903,-0.643615315923232,0.124280452634638,-5.17873327847738,2.23397598407253e-07,7.4196417278023e-06,131544,"CRYBG3","3",97822040,97944963,1,"protein_coding","beta-gamma crystallin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:34427]"
"1286","ENSG00000196517",241.91536257078,-2.34569037224133,0.210491142077803,-11.1438911352113,7.66936369869938e-29,5.05010927029574e-26,6536,"SLC6A9","1",43991500,44031467,-1,"protein_coding","solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:HGNC Symbol;Acc:HGNC:11056]"
"405","ENSG00000115963",17566.069247416,-0.750936901367101,0.152717811713406,-4.91715336241412,8.78117576297236e-07,2.46736376493908e-05,390,"RND3","2",150468195,150539011,-1,"protein_coding","Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]"
"661","ENSG00000138678",118.437919264286,0.966937375862556,0.26717757774689,3.61908130171979,0.000295650749636518,0.00388683212087245,84803,"AGPAT9","4",83535914,83605875,1,"protein_coding","1-acylglycerol-3-phosphate O-acyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28157]"
"507","ENSG00000126878",88.1203023337638,-2.42813535049058,0.472873730645015,-5.13484931205319,2.82370175499996e-07,9.13781262381933e-06,83543,"AIF1L","9",131096476,131123152,1,"protein_coding","allograft inflammatory factor 1-like [Source:HGNC Symbol;Acc:HGNC:28904]"
"723","ENSG00000144827",336.486695104845,-0.719114549505216,0.121991219422777,-5.89480581395803,3.75122258454571e-09,1.88120086234917e-07,55347,"ABHD10","3",111979010,111993363,1,"protein_coding","abhydrolase domain containing 10 [Source:HGNC Symbol;Acc:HGNC:25656]"
"406","ENSG00000115993",5279.44649413598,0.876474690703154,0.169349584535873,5.17553493328761,2.27258902505761e-07,7.53136997472595e-06,66008,"TRAK2","2",201377207,201451611,-1,"protein_coding","trafficking protein, kinesin binding 2 [Source:HGNC Symbol;Acc:HGNC:13206]"
"1393","ENSG00000237172",882.266208513204,-0.51487412060386,0.143857114924918,-3.57906608145578,0.000344824276047961,0.00441450858896565,84752,"B3GNT9","16",67148105,67151214,-1,"protein_coding","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]"
"1014","ENSG00000167797",317.038681401614,0.896350951998657,0.186820513077461,4.7979257589717,1.60317175074964e-06,4.25219547549971e-05,10263,"CDK2AP2","11",67506497,67508649,-1,"protein_coding","cyclin-dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]"
"1015","ENSG00000167985",217.893405255612,0.637026220256845,0.141995720283885,4.48623535260973,7.24926625037965e-06,0.000162893378875371,54949,"SDHAF2","11",61430042,61447529,1,"protein_coding","succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:26034]"
"653","ENSG00000138316",788.996860846473,-2.41081387941689,0.305172089267392,-7.89985049158455,2.79238165694157e-15,3.70970352582281e-13,140766,"ADAMTS14","10",70672803,70762441,1,"protein_coding","ADAM metallopeptidase with thrombospondin type 1 motif, 14 [Source:HGNC Symbol;Acc:HGNC:14899]"
"76","ENSG00000065809",2322.28065222414,-1.10106036052914,0.214346273252598,-5.13682997059429,2.79411539567194e-07,9.0808750359338e-06,83641,"FAM107B","10",14518557,14774897,-1,"protein_coding","family with sequence similarity 107, member B [Source:HGNC Symbol;Acc:HGNC:23726]"
"267","ENSG00000103381",788.647566819423,0.976225457333046,0.143200121868046,6.81721107914003,9.28248322410863e-12,7.59909234752028e-10,55313,"CPPED1","16",12659799,12804017,-1,"protein_coding","calcineurin-like phosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25632]"
"506","ENSG00000126861",312.242217393456,-1.69456532053726,0.258201938429014,-6.5629457735583,5.2755036578654e-11,3.78661151177116e-09,4974,"OMG","17",31272013,31297539,-1,"protein_coding","oligodendrocyte myelin glycoprotein [Source:HGNC Symbol;Acc:HGNC:8135]"
"24","ENSG00000017797",3378.61384040889,0.546050795782565,0.106551391504984,5.12476456731233,2.97909761718619e-07,9.62013505592427e-06,10928,"RALBP1","18",9475009,9538116,1,"protein_coding","ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]"
"220","ENSG00000100522",843.613540711497,0.308499536844625,0.0921021567533284,3.34953651162437,0.000809468863543823,0.0087317706113755,64841,"GNPNAT1","14",52775194,52791668,-1,"protein_coding","glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]"
"1270","ENSG00000189241",1842.59388965075,-0.26474555370679,0.0748045911917971,-3.53916182802188,0.000401399700372286,0.00502413096044485,7259,"TSPYL1","6",116276578,116279903,-1,"protein_coding","TSPY-like 1 [Source:HGNC Symbol;Acc:HGNC:12382]"
"290","ENSG00000105552",501.765286707332,0.744862687009694,0.178199089694949,4.17994664442333,2.91577500346369e-05,0.000551303525935799,587,"BCAT2","19",48795062,48811029,-1,"protein_coding","branched chain amino-acid transaminase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:977]"
"622","ENSG00000136546",5044.42099175424,1.39633225193482,0.394520088016119,3.53931851469568,0.000401161502542529,0.00502413096044485,6332,"SCN7A","2",166403573,166494247,-1,"protein_coding","sodium channel, voltage gated, type VII alpha subunit [Source:HGNC Symbol;Acc:HGNC:10594]"
"943","ENSG00000164237",576.562535897825,-0.863371238387149,0.190311852833904,-4.53661306708343,5.7164847915605e-06,0.000131774980469077,134147,"CMBL","5",10275875,10308026,-1,"protein_coding","carboxymethylenebutenolidase homolog (Pseudomonas) [Source:HGNC Symbol;Acc:HGNC:25090]"
"142","ENSG00000081377",2348.27227486534,0.815778477355619,0.159845420579265,5.1035461284991,3.33347210246372e-07,1.06285126298554e-05,8555,"CDC14B","9",96490241,96619830,-1,"protein_coding","cell division cycle 14B [Source:HGNC Symbol;Acc:HGNC:1719]"
"112","ENSG00000073712",3869.60314739976,0.614345134859634,0.120389894946444,5.10296262932139,3.3437705152934e-07,1.06389505155711e-05,10979,"FERMT2","14",52857268,52952435,-1,"protein_coding","fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767]"
"915","ENSG00000163251",55.2268720770709,2.40843895069352,0.41560556435573,5.79501132143664,6.83165723458424e-09,3.3162002826211e-07,7855,"FZD5","2",207762586,207769563,-1,"protein_coding","frizzled class receptor 5 [Source:HGNC Symbol;Acc:HGNC:4043]"
"1320","ENSG00000198176",1763.76682733252,0.358156760071553,0.102857899293322,3.48205400394374,0.000497583332069934,0.00597139426640186,7027,"TFDP1","13",113584721,113641470,1,"protein_coding","transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749]"
"695","ENSG00000142864",5439.10755170963,0.386164418175356,0.106778318312549,3.61650590005568,0.000298606514651948,0.00392228591882372,26135,"SERBP1","1",67407810,67430415,-1,"protein_coding","SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]"
"1343","ENSG00000203722",86.1705423804655,-1.02070455551592,0.217080313787171,-4.7019673857512,2.57666663987367e-06,6.48232828253932e-05,353091,"RAET1G","6",149916878,149923121,-1,"protein_coding","retinoic acid early transcript 1G [Source:HGNC Symbol;Acc:HGNC:16795]"
"351","ENSG00000110768",1359.1828098629,0.379681162093484,0.0973848780688528,3.8987691890423,9.66828781284646e-05,0.00155441845993163,2965,"GTF2H1","11",18322295,18367044,1,"protein_coding","general transcription factor IIH, polypeptide 1, 62kDa [Source:HGNC Symbol;Acc:HGNC:4655]"
"1338","ENSG00000198890",209.705042925793,-0.521307468680213,0.147870675248754,-3.52542833664112,0.000422798553331745,0.00523721452279962,55170,"PRMT6","1",107056679,107059294,1,"protein_coding","protein arginine methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18241]"
"1275","ENSG00000196152",135.018961421714,-0.795834040063112,0.155652669889085,-5.11288396549964,3.17277204613102e-07,1.02020451462111e-05,7633,"ZNF79","9",127424374,127445372,1,"protein_coding","zinc finger protein 79 [Source:HGNC Symbol;Acc:HGNC:13153]"
